Variable1,Variable2,Correlation,P-Value,Significant
DERS_Total Score Norm,DigitSpan_Forwards_Span,-0.15043273583916666,0.14783124933398378,False
DERS_Total Score Norm,DigitSpan_ForwardsTotal Score,-0.18718441644401437,0.07083379743563557,False
DERS_Total Score Norm,DigitSpan_Backwards_Span,-0.2022990331262051,0.05053738175420051,False
DERS_Total Score Norm,DigitSpan_Backwards_Total Score,-0.27442246660751807,0.007436933545268641,False
DERS_Total Score Norm,DERS_Total Score,0.9982644217928498,5.808620312731223e-115,True
DERS_Total Score Norm,DERS_Total Score Norm,1.0,0.0,True
DERS_Total Score Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.8090489106212929,5.937698908925457e-23,True
DERS_Total Score Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.7917502752767118,2.1048303768565164e-21,True
DERS_Total Score Norm,DERS_Impulse Control Problems Norm,0.7245214860370803,1.5329186256217654e-16,True
DERS_Total Score Norm,DERS_Lack of Emotional Awareness Norm,0.5955051927757602,2.4392200320223157e-10,True
DERS_Total Score Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.922094753140102,1.0446950722166622e-39,True
DERS_Total Score Norm,DERS_Lack of Emotional Clarity Norm,0.773494270449704,6.414640095707556e-20,True
DERS_Total Score Norm,DERS_Non-Acceptance of Emotional Reactions,0.8069668603719976,9.297023697665073e-23,True
DERS_Total Score Norm,DERS_Problems with Goal-Oriented Behavior,0.7948531848388355,1.138247341644143e-21,True
DERS_Total Score Norm,DERS_Impulse Control Problems,0.7319289415129112,5.276662313825595e-17,True
DERS_Total Score Norm,DERS_Lack of Emotional Awareness,0.6010298485508345,1.505836151116795e-10,True
DERS_Total Score Norm,DERS_Limited Access to Emotion Regulation Strategies,0.9224209950223907,8.677510321072003e-40,True
DERS_Total Score Norm,DERS_Lack of Emotional Clarity,0.7724527562558213,7.72060865191439e-20,True
DERS_Total Score Norm,CERQ_Self-Blame Norm,0.4537407860157608,4.370095768327334e-06,True
DERS_Total Score Norm,CERQ_Acceptance Norm,-0.07254903403154847,0.48712163013940274,False
DERS_Total Score Norm,CERQ_Rumination Norm,0.4608358864372045,2.9540534262589384e-06,True
DERS_Total Score Norm,CERQ_Positive Refocusing Norm,-0.4879337408840702,6.090225342043331e-07,True
DERS_Total Score Norm,CERQ_Refocusing on Planning Norm,-0.5518547970475906,8.155789032820359e-09,True
DERS_Total Score Norm,CERQ_Positive Reappraisal Norm,-0.6996899263381345,4.310114906633245e-15,True
DERS_Total Score Norm,CERQ_Putting into Perspective Norm,-0.5217776445286094,6.932965768173453e-08,True
DERS_Total Score Norm,CERQ_Catastrophizing Norm,0.6296325677289359,1.0622767858928417e-11,True
DERS_Total Score Norm,CERQ_Other-Blame Norm,0.3752655811224143,0.00019390948412709592,False
DERS_Total Score Norm,CERQ_Self-Blame,0.45374078601576057,4.370095768327334e-06,True
DERS_Total Score Norm,CERQ_Acceptance,-0.07254881159553417,0.4871229689662132,False
DERS_Total Score Norm,CERQ_Rumination,0.4608371223416057,2.953849659695977e-06,True
DERS_Total Score Norm,CERQ_Positive Refocusing,-0.48793174334621264,6.090965139325772e-07,True
DERS_Total Score Norm,CERQ_Refocusing on Planning,-0.5518529630134643,8.156906493580153e-09,True
DERS_Total Score Norm,CERQ_Positive Reappraisal,-0.6996899263381342,4.310114906633171e-15,True
DERS_Total Score Norm,CERQ_Putting into Perspective,-0.5217764862669877,6.933509800969043e-08,True
DERS_Total Score Norm,CERQ_Catastrophizing,0.6296332274694711,1.0622084694198882e-11,True
DERS_Total Score Norm,CERQ_Other-Blame,0.3752667709702601,0.000193899670592487,False
DERS_Non-Acceptance of Emotional Reactions Norm,Age,-0.005315725781133577,0.9594461237413574,False
DERS_Non-Acceptance of Emotional Reactions Norm,Sex_f1_m2,-0.043535529190840076,0.6769397899006051,False
DERS_Non-Acceptance of Emotional Reactions Norm,Group_MDD1_HC2,-0.5558119136064924,6.056867268655917e-09,True
DERS_Non-Acceptance of Emotional Reactions Norm,Factor1,-0.03515756467053099,0.7365628364881449,False
DERS_Non-Acceptance of Emotional Reactions Norm,Factor2,-0.2933505286352446,0.004111213036693234,False
DERS_Non-Acceptance of Emotional Reactions Norm,Factor3,0.10952163762427142,0.2933462960408707,False
DERS_Non-Acceptance of Emotional Reactions Norm,Factor4,0.15982835242432747,0.12386048644491285,False
DERS_Non-Acceptance of Emotional Reactions Norm,Factor5,0.32659108591420266,0.001315273675715978,False
DERS_Non-Acceptance of Emotional Reactions Norm,BVAQ_New,0.3659918632650187,0.00028600129103815964,False
DERS_Non-Acceptance of Emotional Reactions Norm,BDI-II Sum score,0.6453396239337936,2.197670915781381e-12,True
DERS_Non-Acceptance of Emotional Reactions Norm,STAI2,0.6487747799785564,1.5381243132504792e-12,True
DERS_Non-Acceptance of Emotional Reactions Norm,STAI1,0.5858393519817664,5.550556730105581e-10,True
DERS_Non-Acceptance of Emotional Reactions Norm,WMS Correct Norm,0.03437877101244558,0.742191907166862,False
DERS_Non-Acceptance of Emotional Reactions Norm,WMS Correct,0.03207682855685651,0.7589086303094499,False
DERS_Non-Acceptance of Emotional Reactions Norm,DigitSpan_Forwards_Span,-0.07264169151144827,0.4865641012917087,False
DERS_Non-Acceptance of Emotional Reactions Norm,DigitSpan_ForwardsTotal Score,-0.11245263698989716,0.28053953368581924,False
DERS_Non-Acceptance of Emotional Reactions Norm,DigitSpan_Backwards_Span,-0.17146543867504618,0.09844523526769584,False
DERS_Non-Acceptance of Emotional Reactions Norm,DigitSpan_Backwards_Total Score,-0.2046834023832039,0.04782368287252537,False
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Total Score,0.80259421901016,2.3426856024035074e-22,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Total Score Norm,0.8090489106212929,5.937698908925457e-23,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Non-Acceptance of Emotional Reactions Norm,1.0,0.0,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.5482297222663427,1.0675192335628077e-08,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Impulse Control Problems Norm,0.46575131646788415,2.2404769382726162e-06,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Lack of Emotional Awareness Norm,0.4861759137019481,6.775257144139318e-07,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.6586526830842462,5.372313431739603e-13,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Lack of Emotional Clarity Norm,0.585421691169698,5.747815358896321e-10,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Non-Acceptance of Emotional Reactions,0.9976944695688407,2.7017408555320107e-109,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Problems with Goal-Oriented Behavior,0.5510425632010112,8.665263768157426e-09,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Impulse Control Problems,0.467367566260642,2.0438483422847158e-06,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Lack of Emotional Awareness,0.4786865767731893,1.0599697509229286e-06,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Limited Access to Emotion Regulation Strategies,0.6587052251507686,5.341777961261924e-13,True
DERS_Non-Acceptance of Emotional Reactions Norm,DERS_Lack of Emotional Clarity,0.5828913352271048,7.094607233061488e-10,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Self-Blame Norm,0.42723013269075466,1.7511037990429632e-05,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Acceptance Norm,0.05782839942188072,0.5798327299345999,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Rumination Norm,0.45221692064873703,4.748152691562946e-06,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Positive Refocusing Norm,-0.18247139661439635,0.07836281401811697,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Refocusing on Planning Norm,-0.31863483412078203,0.0017483428790214086,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Positive Reappraisal Norm,-0.513799547050377,1.1821286237004656e-07,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Putting into Perspective Norm,-0.26453202838486334,0.009980952680000018,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Catastrophizing Norm,0.5176634363274905,9.144685314645687e-08,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Other-Blame Norm,0.3512437456919635,0.0005182133805280549,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Self-Blame,0.42723013269075466,1.7511037990429632e-05,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Acceptance,0.05783076922892049,0.579817173875889,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Rumination,0.45221784496492407,4.747914312066463e-06,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Positive Refocusing,-0.18247086162896597,0.07836370364891664,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Refocusing on Planning,-0.31863495341379927,0.0017483355174717178,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Positive Reappraisal,-0.5137995470503769,1.1821286237004656e-07,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Putting into Perspective,-0.264532893237932,0.009980700446188444,False
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Catastrophizing,0.5176653833358411,9.143495034237667e-08,True
DERS_Non-Acceptance of Emotional Reactions Norm,CERQ_Other-Blame,0.35124467417002087,0.000518194452530276,False
DERS_Problems with Goal-Oriented Behavior Norm,Age,-0.1041245353150825,0.3179228890894653,False
DERS_Problems with Goal-Oriented Behavior Norm,Sex_f1_m2,0.13527947869229148,0.19359434280900137,False
DERS_Problems with Goal-Oriented Behavior Norm,Group_MDD1_HC2,-0.7054384524848725,2.0531281743912816e-15,True
DERS_Problems with Goal-Oriented Behavior Norm,Factor1,-0.2267878730518357,0.027942293293986505,False
DERS_Problems with Goal-Oriented Behavior Norm,Factor2,-0.3771576411743213,0.00017887137628432297,False
DERS_Problems with Goal-Oriented Behavior Norm,Factor3,0.004033052412148183,0.9692261547308801,False
DERS_Problems with Goal-Oriented Behavior Norm,Factor4,0.08509710399870378,0.4147926721762283,False
DERS_Problems with Goal-Oriented Behavior Norm,Factor5,0.403448382805086,5.529939510114624e-05,False
DERS_Problems with Goal-Oriented Behavior Norm,BVAQ_New,0.22253518007380982,0.03109922626977931,False
DERS_Problems with Goal-Oriented Behavior Norm,BDI-II Sum score,0.6984055630133308,5.07469252993398e-15,True
DERS_Problems with Goal-Oriented Behavior Norm,STAI2,0.7818322184572611,1.4031453260706855e-20,True
DERS_Problems with Goal-Oriented Behavior Norm,STAI1,0.6199663467670772,2.6820881380315682e-11,True
DERS_Problems with Goal-Oriented Behavior Norm,WMS Correct Norm,-0.09782045181759333,0.34826144175971224,False
DERS_Problems with Goal-Oriented Behavior Norm,WMS Correct,-0.10061520139070466,0.3345950236722399,False
DERS_Problems with Goal-Oriented Behavior Norm,DigitSpan_Forwards_Span,-0.17050565028792283,0.1003725186117235,False
DERS_Problems with Goal-Oriented Behavior Norm,DigitSpan_ForwardsTotal Score,-0.22357858090048674,0.030298053158401617,False
DERS_Problems with Goal-Oriented Behavior Norm,DigitSpan_Backwards_Span,-0.140096935368751,0.17805474274418281,False
DERS_Problems with Goal-Oriented Behavior Norm,DigitSpan_Backwards_Total Score,-0.21196757509109923,0.040269608535268474,False
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Total Score,0.7960185657196971,9.011100237642918e-22,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Total Score Norm,0.7917502752767118,2.1048303768565164e-21,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.5482297222663427,1.0675192335628077e-08,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Problems with Goal-Oriented Behavior Norm,1.0,0.0,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Impulse Control Problems Norm,0.5987617295565446,1.837631789007001e-10,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Lack of Emotional Awareness Norm,0.2341719963504214,0.023105320606691293,False
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.7564533160070871,1.1823902330353882e-18,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Lack of Emotional Clarity Norm,0.4940534898888187,4.18254171254226e-07,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Non-Acceptance of Emotional Reactions,0.545550442491035,1.2998557073268097e-08,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Problems with Goal-Oriented Behavior,0.9997843202122175,1.316490114734252e-156,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Impulse Control Problems,0.612903099040603,5.173544174087157e-11,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Lack of Emotional Awareness,0.2607683969857064,0.0111329339085801,False
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Limited Access to Emotion Regulation Strategies,0.7571951240377057,1.0467529775721871e-18,True
DERS_Problems with Goal-Oriented Behavior Norm,DERS_Lack of Emotional Clarity,0.4931555995584341,4.421635767819439e-07,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Self-Blame Norm,0.40106844308438877,6.175243635431072e-05,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Acceptance Norm,-0.09682643257678489,0.3532051785667351,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Rumination Norm,0.45501461916682595,4.076020433656577e-06,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Positive Refocusing Norm,-0.3889430031462785,0.00010697933278687573,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Refocusing on Planning Norm,-0.3853842749699578,0.0001251994325958613,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Positive Reappraisal Norm,-0.5715521480715146,1.7831234483599215e-09,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Putting into Perspective Norm,-0.38181200693778067,0.00014634743542836138,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Catastrophizing Norm,0.490534323670259,5.196031573756946e-07,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Other-Blame Norm,0.2839430209577411,0.005547004910357112,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Self-Blame,0.4010684430843885,6.175243635431072e-05,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Acceptance,-0.09682978358935275,0.3531884393852645,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Rumination,0.45501447290981323,4.076053101586412e-06,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Positive Refocusing,-0.3889391670732623,0.0001069975739121492,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Refocusing on Planning,-0.38538185357317756,0.00012521275454250257,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Positive Reappraisal,-0.5715521480715142,1.783123448359878e-09,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Putting into Perspective,-0.3818073424849938,0.00014637709221156707,False
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Catastrophizing,0.49053478422038804,5.195884854892331e-07,True
DERS_Problems with Goal-Oriented Behavior Norm,CERQ_Other-Blame,0.28394339280824693,0.0055469403122244704,False
DERS_Impulse Control Problems Norm,Age,-0.08280497861803714,0.4275178786756862,False
DERS_Impulse Control Problems Norm,Sex_f1_m2,-0.13606407899013714,0.19099883878746512,False
DERS_Impulse Control Problems Norm,Group_MDD1_HC2,-0.4610575143108132,2.9177243655416837e-06,True
DERS_Impulse Control Problems Norm,Factor1,0.012109169438030287,0.907782406938653,False
DERS_Impulse Control Problems Norm,Factor2,-0.34908050702735366,0.0005640749316103645,False
DERS_Impulse Control Problems Norm,Factor3,0.07167003765006091,0.49242747346923393,False
DERS_Impulse Control Problems Norm,Factor4,0.0626241059887708,0.5487538958155677,False
DERS_Impulse Control Problems Norm,Factor5,0.19571374562308005,0.05869750204289258,False
DERS_Impulse Control Problems Norm,BVAQ_New,0.09450118519585113,0.36493919286463783,False
DERS_Impulse Control Problems Norm,BDI-II Sum score,0.4712479465945897,1.636209019990104e-06,True
DERS_Impulse Control Problems Norm,STAI2,0.5801002576901383,8.93039277010002e-10,True
DERS_Impulse Control Problems Norm,STAI1,0.5828219302326972,7.135510371556235e-10,True
DERS_Impulse Control Problems Norm,WMS Correct Norm,-0.08096727125665862,0.4378798536390223,False
DERS_Impulse Control Problems Norm,WMS Correct,-0.10206851704624366,0.3276245362509645,False
DERS_Impulse Control Problems Norm,DigitSpan_Forwards_Span,-0.14554042452884147,0.16161770702345848,False
DERS_Impulse Control Problems Norm,DigitSpan_ForwardsTotal Score,-0.10742384040798669,0.3027457299302653,False
DERS_Impulse Control Problems Norm,DigitSpan_Backwards_Span,-0.13726375133489446,0.18707910474357867,False
DERS_Impulse Control Problems Norm,DigitSpan_Backwards_Total Score,-0.2046138524125994,0.04790109784267562,False
DERS_Impulse Control Problems Norm,DERS_Total Score,0.7250481751487989,1.422605282118941e-16,True
DERS_Impulse Control Problems Norm,DERS_Total Score Norm,0.7245214860370803,1.5329186256217654e-16,True
DERS_Impulse Control Problems Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.46575131646788415,2.2404769382726162e-06,True
DERS_Impulse Control Problems Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.5987617295565446,1.837631789007001e-10,True
DERS_Impulse Control Problems Norm,DERS_Impulse Control Problems Norm,1.0,0.0,True
DERS_Impulse Control Problems Norm,DERS_Lack of Emotional Awareness Norm,0.2157912154336678,0.03672046512828835,False
DERS_Impulse Control Problems Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.6949780357827449,7.8137323480144e-15,True
DERS_Impulse Control Problems Norm,DERS_Lack of Emotional Clarity Norm,0.3786152964340549,0.00016802954763336751,False
